"token","cv_mean","cv_sd","cv","global_freq","relfreq_class_1","relfreq_class_2","relfreq_class_3","relfreq_class_4","relfreq_class_5"
"system",0.000869056747935746,0.000307072399432377,0.3533,1330,0.000728084220994279,0.000581359391428041,0.00138739823564828,0.00085448986954788,0.000793952022060247
"cases",0.0028125607195491,0.000997456033062396,0.3546,4490,0.00431227117881571,0.00274599542334096,0.00245019763880527,0.00156249576145898,0.00299184359532459
"operation",0.000605382391465572,0.000214843710647319,0.3549,984,0.000517946092170727,0.000847300389634486,0.000298421507290385,0.000602211908062315,0.000761032060169944
"mean",0.00220711634990529,0.000783764478585597,0.3551,3595,0.00124011092925448,0.0020780505906364,0.00197377032014869,0.00340439614692886,0.002339253762558
"cause",0.000744753586032849,0.000266077941544445,0.3573,1093,0.000378840570273446,0.00106994866720267,0.000900499986911337,0.000607637240567381,0.00076684146520941
"less",0.00466612999760107,0.00167343922574785,0.3586,7486,0.00288865934833503,0.00530026594099821,0.00341875867123897,0.00713159957790913,0.00459136644952402
"severe",0.00114920499231818,0.0004133779452732,0.3597,1765,0.000414356873736582,0.00136062836291669,0.00137692730556792,0.00133734446249875,0.00125676795687098
"postoperative",0.00088583541314931,0.000325802331194436,0.3678,1540,0.000716245453173234,0.000760714948357969,0.000732965105625507,0.000751408551951628,0.00146784300663821
"hours",0.000772718520467073,0.000285895327539192,0.37,1221,0.000301888579436652,0.000878223761518956,0.000769613360906783,0.00107150316975052,0.000842363730722458
"plasma",0.00102990129750402,0.000382495639479727,0.3714,1602,0.00066297099797853,0.00126167357288639,0.000790555221067511,0.00158419709147924,0.000850109604108411
"protein",0.000846902999086416,0.000315134026400773,0.3721,1355,0.00128154661662814,0.000940070505287897,0.000612549409701317,0.000474716594193267,0.000925631869621459
"specific",0.000889344927770696,0.000332159351195551,0.3735,1392,0.00138809552701755,0.000797822994619333,0.000937148242192613,0.000463865929183135,0.000859791945840853
"effects",0.001445886039591,0.000542271506106989,0.375,2307,0.00093526265786257,0.00109468736471025,0.00163346509253684,0.00229762831589541,0.00126838676694991
"type",0.00109236749914145,0.000419380318526213,0.3839,1748,0.00173437948578312,0.000933885830911003,0.00106279940315699,0.000580510578042052,0.00115026219781411
"hospital",0.000697801368304914,0.000269237999800139,0.3858,1166,0.000337404882899788,0.000748345599604181,0.000513075573937855,0.000968421852154264,0.000921758932928482
"abnormalities",0.000720939691697896,0.000280590559339913,0.3892,1112,0.000506107324349682,0.000494773950151525,0.00118321509908118,0.000667315898123106,0.000753286186783991
"serum",0.00140443938735727,0.000550995681610149,0.3923,2008,0.00142065213852542,0.00235017626321974,0.00116750870396063,0.00102267517720492,0.00106118465387565
"detected",0.000605120540145515,0.000238914235949426,0.3948,955,0.0010092549567441,0.000599913414558723,0.000481662783696762,0.000390623940364745,0.000544147605363243
"tissue",0.00107932214002792,0.000426116418402004,0.3948,1820,0.00175509732946995,0.000847300389634486,0.000680610455223685,0.000889754530830808,0.00122384799498067
"kg",0.000670244758880757,0.000265009088531069,0.3954,1084,0.000287090119660346,0.000754530273981075,0.000554959294259313,0.000995548514679593,0.000759095591823456
"cent",0.000674091778251049,0.000266864158424296,0.3959,1070,0.000671850073844314,0.00102047127218752,0.000366482552812754,0.000469291261688201,0.000842363730722458
"small",0.000854300912270533,0.000339618172379692,0.3975,1275,0.00109212633149142,0.00131733564227843,0.000586372084500406,0.000526257252991393,0.000749413250091014
"volume",0.00056421699174739,0.000229015115588793,0.4059,892,0.000349243650720833,0.000507143298905313,0.000560194759299495,0.000949433188386533,0.000455070061424776
"index",0.000576421777655779,0.000240553500835941,0.4173,915,0.000331485498989265,0.000587544065804935,0.000497369178817308,0.00097384718465933,0.000491862960008056
"mortality",0.00102344004137758,0.000428146662258147,0.4183,1711,0.000612656234739088,0.00106376399282578,0.000623020339781681,0.0016384504165299,0.00117930922301144
"controls",0.000909965157229599,0.000380936415596327,0.4186,1288,0.000512026708260204,0.00149050652483147,0.00105232847307662,0.000670028564375639,0.000824935515604062
"children",0.00149261435770933,0.000626734473169675,0.4199,2257,0.000997416188923057,0.00183066361556064,0.00206800869087197,0.000653752566860441,0.00191323072633055
"rats",0.00106232425137962,0.000470360830643779,0.4428,1588,0.000337404882899788,0.00148432185045457,0.00107850579827753,0.00147026510887286,0.000941123616393366
"features",0.000631309415954118,0.000281598413206664,0.4461,949,0.00098261772914675,0.000538066670789783,0.000842909871469333,0.000273979291505828,0.000518973516858893
"reduction",0.000633492884154586,0.00029093001646865,0.4592,1011,0.000284130427705084,0.000538066670789783,0.000685845920263867,0.00108235383476065,0.000577067567253546
"equal",0.000656407886595015,0.000306800284388568,0.4674,1087,0.000417316565691843,0.000494773950151525,0.000560194759299495,0.00118814781860943,0.000621606339222779
"men",0.000632380790411523,0.000296997692411332,0.4697,1003,0.000497228248483898,0.000507143298905313,0.000586372084500406,0.0011528831573265,0.000418277162841496
"negative",0.000667221987708365,0.000315987178690729,0.4736,1029,0.00111876355908877,0.00085348506401138,0.000424072668254758,0.000360784611586883,0.000579004035600034
"beta",0.000711471840496934,0.000344391941203359,0.4841,1259,0.000899746354399434,0.000327787741975385,0.000403130808094029,0.00115017049107397,0.000776523806941852
"positive",0.00113659922843837,0.000558807572148298,0.4916,1739,0.00192379977091984,0.00150287587358526,0.000696316850344232,0.000626625904335112,0.000933377743007413
"syndrome",0.00170664274006178,0.000845303372406703,0.4953,2504,0.00114244109473086,0.00175026284866102,0.0029685086777833,0.000756833884456694,0.00191516719467704
"death",0.000863573133434943,0.00042823784866482,0.4959,1473,0.000432115025468149,0.000463850578267054,0.000921441847072066,0.0014567017776102,0.00104375643875725
"fluid",0.000678636216717711,0.00033843137138052,0.4987,945,0.000340364574855049,0.000964809202795473,0.00107850579827753,0.000360784611586883,0.000648716896073617
"symptoms",0.00139261005313075,0.000699340347315201,0.5022,1925,0.00066297099797853,0.00216463603191292,0.0020575377607916,0.000778535214476957,0.00129937026049372
"placebo",0.000582240545884495,0.000294702835786996,0.5062,918,9.76698345236228e-05,0.000785453645865545,0.000518311038978037,0.000816512542012419,0.00069325566804285
"subjects",0.00137981718662551,0.000703432580347913,0.5098,1919,0.00041139718178132,0.00173789349990723,0.00223030810711761,0.00154350709769125,0.000975980046630158
"imaging",0.000914732842140929,0.00046690076679492,0.5104,1424,0.00112468294299929,0.000278310346960233,0.00147640114133138,0.00106879050349798,0.000625479275915756
"failure",0.00104447200443213,0.000548863084519666,0.5255,1741,0.000556422087589124,0.000964809202795473,0.00069108138530405,0.00195854503432879,0.00105150231214321
"acid",0.000843646976213714,0.0004606259865925,0.546,1162,0.000784318368144244,0.00163275403550003,0.00071725871050496,0.000431313934152739,0.000652589832766594
"chronic",0.00164505025196109,0.000898644022571,0.5463,2463,0.000760640832502153,0.00298101304966294,0.00134551451532682,0.00103895117472012,0.00209913168759343
"muscle",0.000819673600549469,0.000463626608982562,0.5656,1304,0.000310767655302436,0.000494773950151525,0.00145545928117065,0.000729707221931364,0.00110765989419137
"median",0.00057537834352345,0.000331326069709661,0.5758,888,0.00113652171082034,0.000513327973282207,0.000534017434098584,0.000263128626495696,0.000429895972920427
"renal",0.00098756820173142,0.000568602194201959,0.5758,1701,0.000896786662444173,0.000872039087142062,0.000308892437370749,0.00188801571176293,0.000972107109937181
"vs",0.000720300483149952,0.00041671869397436,0.5785,1143,0.000216057512734075,0.00118127280598676,0.000350776157692207,0.000981985183416929,0.000871410755919784
"area",0.000570579262495916,0.000330416026749547,0.5791,966,0.00041139718178132,0.000235017626321974,0.000570665689379859,0.00111490582979104,0.000520909985205382
"primary",0.00138023579198597,0.000828109904830465,0.6,2181,0.00278507012990088,0.00142247510668563,0.000827203476348787,0.000756833884456694,0.00110959636253786
"versus",0.000936736416969661,0.000569442055297196,0.6079,1644,0.000686648533620621,0.000618467437689406,0.000471191853616397,0.00189072837801547,0.00101664588190641
"receptor",0.000574432797233235,0.000361972580875407,0.6301,907,0.00118979616601504,0.000562805368297359,0.000387424412973482,0.00025770329399063,0.00047443474488966
"injury",0.000895576721265156,0.000575996133280103,0.6432,1362,0.000130226446031497,0.000748345599604181,0.00169105520797885,0.000754121218204161,0.00115413513450709
"blood",0.0026963538116489,0.00176811867905849,0.6557,4562,0.00134370014768863,0.00176263219741481,0.00209942148111306,0.00576441578663252,0.00251159944539547
"minutes",0.000552757189398853,0.000368194273766322,0.6661,908,0.000127266754076236,0.000476219927020842,0.000486898248736944,0.00114474515856891,0.000528655858591335
"min",0.000761635197383651,0.000522340036641655,0.6858,1307,0.000213097820778813,0.000680314181458346,0.000450249993455669,0.00158148442522671,0.000883029565998714
"right",0.000859972591840889,0.000600035399237389,0.6977,1476,0.000426195641557627,0.000414373183251902,0.000748671500746054,0.00187987771300534,0.000830744920643527
"infection",0.0011609228015513,0.000811291518703616,0.6988,1728,0.000772479600323198,0.00232543756571217,0.000821968011308605,0.000265841292748229,0.00161888753766431
"human",0.00143558341788104,0.00101954871310075,0.7102,2267,0.00314023316453224,0.00147195250170079,0.000869087196670244,0.000501843256718596,0.00119480096978335
"vascular",0.000852029430511463,0.000611262201714428,0.7174,1435,0.000408437489826059,0.000408188508875008,0.000821968011308605,0.001893441044268,0.000728112098279642
"lung",0.000609613927156291,0.000461052377005695,0.7563,1140,0.00124011092925448,0.000290679695714021,0.000109944765843826,0.000499130590466063,0.000908203654503064
"biopsy",0.000677194766774205,0.000512860285420473,0.7573,986,0.00122235277752292,0.00122456552662502,0.000256537786968928,0.000179035972667175,0.000503481770086986
"mm",0.00109040282562374,0.000841341004081357,0.7716,1832,0.000417316565691843,0.000952439854041685,0.000602078479620952,0.00253905561237084,0.000941123616393366
"resection",0.000710263817132244,0.0005485942645389,0.7724,1130,0.00161599180757267,0.000779268971488651,0.000308892437370749,0.000260415960243163,0.000586749908985988
"abdominal",0.00068928698950224,0.000537470468315401,0.7797,984,0.000367001802452401,0.00160183066361556,0.000235595926808199,0.000577797911789519,0.000664208642845524
"flow",0.00120355314576649,0.000939829987572384,0.7809,2052,0.000550502703678601,0.000680314181458346,0.00090573545195152,0.00285101223141213,0.00103020116033183
"gene",0.000586096732352742,0.00046670952920587,0.7963,1057,0.00125194969707553,0.000222648277568186,0.000392659878013665,0.000176323306414642,0.000886902502691691
"pain",0.00160792385634596,0.00128981030662367,0.8022,2190,0.000381800262228707,0.00175644752303791,0.00363341273788644,0.00059678657555725,0.0016711721830195
"virus",0.000784586328298539,0.000668845219277016,0.8525,1096,0.000881988202667866,0.00181210959242996,0.0003821889479333,3.52646612829284e-05,0.000811380237178643
"survival",0.00133958649784336,0.00115763626882527,0.8642,2284,0.00335629067726631,0.000841115715257592,0.000413601738174393,0.000965709185901731,0.00112121517261679
"bone",0.000588496468788234,0.000518317209426507,0.8807,1053,0.00135553891550967,0.000154616859422351,0.000465956388576215,0.000122069981363983,0.000844300199068946
"pulmonary",0.00103091773162688,0.000917069853710909,0.8896,1908,0.000482429788707591,0.000556620693920465,0.000298421507290385,0.00252549228110818,0.00129162438710777
"dna",0.000801406920405256,0.000720048927041176,0.8985,1296,0.00192971915483037,0.000896777784649638,0.000314127902410932,5.6965991303192e-05,0.000809443768832155
"bleeding",0.000587864931482158,0.000556187879385553,0.9461,889,0.000156863673628849,0.00142247510668563,0.000151828486165284,0.000317381951546355,0.000890775439384668
"growth",0.00075984916661672,0.000729252298261544,0.9597,1293,0.00197707422611455,0.000451481229513266,0.000434543598335122,9.76559850911863e-05,0.000838490794029481
"arterial",0.000835815165354218,0.000818761750124278,0.9796,1499,0.000204218744913029,0.000383449811367432,0.000481662783696762,0.00223252432583462,0.000877220160959249
"cells",0.00256759685276463,0.002538555077059,0.9887,4251,0.0069286388672667,0.00199764982373678,0.00109421219339808,0.000520831920486327,0.00229665145893525
"expression",0.00066017434516604,0.000671232900450887,1.0168,1083,0.00182317024444096,0.000476219927020842,0.000340305227611843,0.000111219316353851,0.000549957010402708
"hepatic",0.000840597304605526,0.000856762407042081,1.0192,1054,0.00068368884166536,0.00235017626321974,0.000356011622732389,0.000303818620283691,0.000509291175126451
"stage",0.000802046181784005,0.000825707978078517,1.0295,1302,0.00226712403773015,0.000525697322035995,0.000424072668254758,0.000268553959000762,0.000524782921898359
"bypass",0.000588043096221164,0.000631521891093666,1.0739,1151,7.69519908367937e-05,0.000136062836291669,0.000246066856888563,0.00152451843392352,0.000956615363165274
"ischemic",0.000542108160653177,0.000587434522978442,1.0836,925,3.25566115078743e-05,9.27701156534108e-05,0.000664904060103139,0.00148654110638806,0.000433768909613403
"cell",0.00264640534750714,0.00288190195212234,1.089,4431,0.00769519908367937,0.0015585379429773,0.00119368602916154,0.000588648576799651,0.00219595510491786
"liver",0.00154740933019823,0.00169344442263901,1.0944,1964,0.00150352351327274,0.00445296555136372,0.000413601738174393,0.00033094528280902,0.0010360105653713
"pressure",0.00200412804230867,0.00221622286265752,1.1058,3367,0.000168702441449894,0.00122456552662502,0.00146593021125101,0.00586207177172371,0.00129937026049372
"infarction",0.000878838374717078,0.000974000739600714,1.1083,1534,3.84759954183969e-05,6.80314181458346e-05,0.00106279940315699,0.00242512362976446,0.000799761427099713
"stenosis",0.000552501807556581,0.000612808375639874,1.1092,981,7.39922988815324e-05,0.000253571649452656,0.000319363367451114,0.00161403642025711,0.000501545301740498
"nerve",0.000735712384306418,0.000840266058141863,1.1421,1017,0.000449873177199717,0.00016698620817614,0.00219365985183634,0.000198024636434905,0.000670018047884989
"left",0.00143139897440358,0.00166080921828072,1.1603,2574,0.00041139718178132,0.000364895788236749,0.000853380801549698,0.00434026600405272,0.00118705509639739
"artery",0.00165671040115524,0.00197451401211834,1.1918,3039,0.000201259052957768,0.000278310346960233,0.00111515405355881,0.00501571990093343,0.00167310865136598
"cardiac",0.00121604613934934,0.00148847139772458,1.224,2291,0.000210138128823552,0.00025975632382955,0.000507840108897673,0.00374890476100054,0.0013535913741954
"malignant",0.00076371920177152,0.000951743720403502,1.2462,1251,0.00244766524700109,0.000482404601397736,0.000282715112169838,0.000141058645131714,0.000464752403157218
"hg",0.000555065112444498,0.000691833094828291,1.2464,960,8.87907586578389e-06,0.000389634485744326,0.000225124996727834,0.00176052039789389,0.000391166605990658
"cerebral",0.00103320470659532,0.00130415395440196,1.2622,1401,0.000236775356420904,6.18467437689406e-05,0.00328787204523442,0.000897892529588407,0.00068163685796392
"stroke",0.000777191472507702,0.000992778819949101,1.2774,1073,8.87907586578389e-06,1.85540231306822e-05,0.00240831391848381,0.000960283853396665,0.000489926491661567
"hypertension",0.00118764699618451,0.00153084919322195,1.289,1991,0.000115427986255191,0.000791638320242439,0.000612549409701317,0.00388996340613225,0.000528655858591335
"gastric",0.000995776077418692,0.00129093387360152,1.2964,1233,0.000964859577415183,0.00319747665285423,6.28255804821863e-05,7.59546550709227e-05,0.000677763921270943
"ischemia",0.000796201266073407,0.00104105377257461,1.3075,1447,2.9596919552613e-05,0.000136062836291669,0.000528781969058402,0.0025933089374215,0.00069325566804285
"brain",0.00102741758870551,0.00139204849405521,1.3549,1315,0.000751761756636369,8.65854412765168e-05,0.00347634878668098,0.000282117290263427,0.000540274668670266
"valve",0.000565494247282083,0.000772254993250205,1.3656,1137,5.62341471499646e-05,9.89547900303049e-05,3.14127902410932e-05,0.00181206105669201,0.000828808452297039
"atrial",0.000534006609366537,0.000735736734317597,1.3778,1022,4.14356873736581e-05,6.18467437689406e-06,0.000256537786968928,0.00178493439416668,0.000580940503946522
"chemotherapy",0.000622754869600946,0.00086578721569756,1.3903,1057,0.00215169605147496,0.000303049044467809,0.000146593021125101,7.86673213234556e-05,0.000433768909613403
"heart",0.00134703643521863,0.00187587666440125,1.3926,2503,0.000153903981673587,0.000216463603191292,0.000575901154420041,0.00462509596056868,0.00116381747623953
"tumor",0.00212957613862913,0.00306908740849016,1.4412,3543,0.00757385171351366,0.000705052878965922,0.00101568021779535,0.000154621976394378,0.00119867390647632
"carcinoma",0.00156286219683666,0.0022617802111765,1.4472,2521,0.00552574488047284,0.0012493042241326,0.00021465406664747,0.000100368651343719,0.000724239161586665
"exercise",0.000571283297846926,0.000827488699000454,1.4485,1050,2.36775356420904e-05,8.04007668996227e-05,0.000287950577210021,0.00202093635813705,0.000443451251345845
"tumors",0.0013784028392792,0.00200528018571075,1.4548,2260,0.00492788710551006,0.000402003834498114,0.000821968011308605,6.23913238082579e-05,0.000677763921270943
"aortic",0.000756909263389469,0.00110762307182904,1.4633,1459,4.43953793289194e-05,4.94773950151525e-05,0.000235595926808199,0.00266112559373483,0.000793952022060247
"ventricular",0.00153526445210429,0.00227926707177344,1.4846,2967,0.000100629526478884,1.23693487537881e-05,0.000518311038978037,0.00545517183384377,0.00158984051246698
"angioplasty",0.000480024292353823,0.000743011642358039,1.5479,983,0,0,1.57063951205466e-05,0.00170084174033816,0.000683573326310408
"cancer",0.00210022727028298,0.00330752214199616,1.5748,3488,0.00797341012747393,0.00111324138784093,0.00026177325200911,0.00021158796769757,0.000941123616393366
"coronary",0.00178307976351139,0.00289184334461163,1.6218,3461,3.25566115078743e-05,7.42160925227287e-05,0.000319363367451114,0.00681421762636278,0.00167504511971247
"myocardial",0.0010866839575882,0.00180206066234847,1.6583,2093,6.51132230157485e-05,2.47386975075762e-05,0.000198947671526923,0.0042480353514666,0.000896584844424133
"breast",0.000715386270584986,0.00119502023451533,1.6705,1232,0.00284130427705084,0.00019790958006061,8.37674406429151e-05,7.05293225658568e-05,0.000383420732604705
